,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,AVG Sales,avg order cost,Loan Amount
389,Roger Miller,61826.78,55054.18,72957.15,81678.93,81629.74,137673.02,91566.73,52169.95,51968.25,53901.53,82767.72,63858.69,38,0,4583,5,0,1,2,73921,16.129391228452977,232685.47835854857
390,Jeffrey Duncan,139446.61,167021.27,172236.29,148752.85,366383.51,363771.81,258850.19,341154.46,183826.53,125747.2,203067.56,141838.75,26,0,1883,14,1,0,3,217675,115.60010621348911,603238.462305476
391,Tara Glenn,132708.73,87685.27,83889.21,95619.97,142663.52,102034.63,105705.12,271311.65,291569.01,133809.95,99499.36,87787.85,61,1,2942,5,1,0,1,136190,46.291638341264445,330059.1103577458
392,Andrea Taylor,132659.37,103154.17,146058.78,130702.47,121936.5,107548.86,111194.24,107505.16,155478.15,252677.54,152962.88,143580.35,40,1,475,8,0,3,0,138788,292.1852631578947,482396.7057965413
393,Tim Johnson,148268.36,192546.57,166310.99,136617.51,150656.05,206578.22,149282.58,163940.6,233386.95,155720.93,194923.98,355063.1,27,0,3574,5,0,1,0,187775,52.53917179630666,687177.5770817235
394,Matthew Lynch,142398.49,92673.56,125013.49,142033.05,118493.19,145728.49,103407.01,100389.93,139034.28,195800.37,277401.71,94752.55,39,0,4194,7,1,0,1,139761,33.32403433476395,534464.0801115008
395,Kayla Archer,58052.23,49403.91,58678.06,45673.31,58031.38,67888.37,77465.23,46211.07,77862.24,53625.94,70111.29,122941.41,76,0,139,18,0,1,0,65495,471.1870503597122,229007.39575062387
396,Rhonda Phillips,52120.15,36289.79,55623.29,41675.49,45385.76,48044.57,32681.05,42769.15,49717.53,47857.53,37738.22,130527.6,28,0,2067,14,0,1,0,51703,25.01354620222545,165588.05599508397
397,Brooke Blair,119261.28,117455.35,101527.66,148443.64,128061.48,144590.12,125414.7,102091.54,93484.42,171044.68,219203.41,216420.45,57,0,2424,6,1,0,2,140583,57.99628712871287,459440.5875931953
398,Brendan Perez,74170.08,59929.02,196122.7,145047.63,162461.33,170349.79,197574.42,190961.42,161077.07,130168.67,72160.57,89994.94,39,1,27,6,1,0,7,137501,5092.62962962963,333616.76911431155
399,Stephen Humphrey,134163.59,162308.51,135242.95,140897.34,142380.85,95926.53,94497.67,138346.72,106268.47,160490.39,124787.28,167879.29,55,1,4409,16,0,2,0,133599,30.301428895441145,540185.6498076376
400,Lisa Hampton,27140.19,22929.27,40227.77,45710.19,62930.71,56527.06,50029.47,19702.59,23299.13,17893.51,26366.77,24027.22,28,1,4897,19,0,3,4,34732,7.092505615683072,88272.77639602077
401,Emma Bright,209555.77,165704.39,183400.21,196438.15,231340.05,161567.61,208881.24,255507.89,176939.87,186751.46,148921.43,186005.8,70,1,4696,6,1,0,0,192584,41.01022146507666,585415.9778087068
402,Rachel Carroll,165892.9,153291.08,278483.98,431967.0,469345.37,151496.54,168847.48,143935.61,167202.02,177810.45,109450.11,135230.91,69,0,4636,12,1,0,2,212746,45.889991371872306,541881.3789636669
403,Breanna James,22058.73,15720.71,42970.96,22836.79,21984.56,21954.45,25483.39,20030.22,14250.56,23924.17,17324.52,20858.97,18,1,4362,6,0,1,0,22450,5.146721687299404,91287.15561858828
404,Shaun Peterson,80842.3,73121.78,114227.78,115474.43,112799.6,97355.08,75348.99,102952.06,76812.55,70364.49,182680.29,82364.63,72,0,1677,9,1,0,0,98695,58.85211687537269,340265.4736599547
405,Tyler Reynolds,161651.73,175169.22,221384.05,235351.29,447863.46,527445.08,461590.94,536573.78,318076.75,470791.73,549477.98,168536.99,44,1,488,8,1,0,1,356159,729.8340163934427,588991.1603239479
406,Angela Sherman,166529.64,143665.68,137747.22,132385.17,495396.52,194613.54,236359.66,179317.39,138847.22,143537.44,186470.59,184162.83,68,1,3112,15,0,1,0,194919,62.63464010282777,746974.041223166
407,Megan Monroe,37641.39,29703.71,122419.58,69328.14,88742.24,115395.46,102742.94,40058.59,38748.74,24857.62,23130.04,31020.64,34,1,4329,11,1,0,4,60316,13.933009933009933,95186.80656596048
408,Juan Garcia,76948.23,48177.36,65989.72,52300.56,56084.71,44357.44,71799.95,46328.49,205445.65,119884.77,170287.98,143589.17,65,1,128,7,0,3,3,91766,716.921875,239920.39647159362
409,Leslie Greene,147464.2,255054.74,374264.0,390909.12,364459.54,368936.76,319430.99,328418.36,305684.43,343578.97,334589.14,294101.35,39,1,1127,7,1,0,8,318908,282.9707187222715,832217.0465750283
410,Tammie Solomon,187607.17,210678.91,198144.53,202433.56,178004.33,290327.35,320069.71,281176.56,294705.98,283190.41,300286.64,276843.58,35,0,504,14,0,3,6,251956,499.91269841269843,655500.9656931864
411,Megan Lutz,37554.97,26039.94,26767.74,40343.88,45036.66,38544.32,32096.9,37202.21,27796.9,114420.95,84721.45,80442.04,70,0,3095,9,0,2,2,49247,15.911793214862682,176810.96032361183
412,Richard Owens,140762.26,148961.9,173098.83,104804.18,132465.32,175368.41,108542.21,127440.5,134522.05,126674.18,141289.11,264664.2,23,1,984,8,0,1,0,148216,150.6260162601626,339485.8903225778
413,Ricardo Nicholson,87946.83,96147.61,68644.8,71763.45,97114.83,79485.32,107241.15,102540.85,107250.38,118984.03,106353.74,338834.8,77,0,4833,12,1,0,0,115192,23.83447134285123,249929.4633186888
414,Dakota Wagner,281341.08,295733.96,259187.35,312075.96,264805.72,178891.67,174304.04,126882.65,141934.64,118034.47,172189.5,121503.7,36,0,680,9,0,3,4,203907,299.86323529411766,568842.2156237467
415,Alicia Chung,80398.88,81389.47,86303.24,69247.1,102112.55,75959.26,67733.45,99453.52,112321.73,91015.91,210329.77,105575.04,25,0,3286,5,1,0,0,98487,29.971698113207548,234405.63532436642
416,Sheri Lopez,103501.69,115967.86,156886.75,109808.19,158983.77,160758.31,111348.21,216216.24,216667.46,265752.88,258806.96,113501.37,49,0,1992,7,1,0,1,165683,83.17419678714859,398599.4072363954
417,Angela Snyder,29378.78,33562.22,30077.88,34998.17,29237.73,36733.88,25090.69,74665.4,22068.16,26934.61,29518.68,24661.27,74,0,136,13,0,3,0,33077,243.21323529411765,126492.23368938029
418,Virginia Smith,207853.23,127158.57,144184.13,197665.27,277631.83,271438.51,159433.6,150482.16,195648.99,139045.72,190633.7,190240.19,74,1,4004,20,0,2,1,187618,46.857642357642355,685579.2480275113
419,Jason Myers,189348.34,198289.18,230445.41,162042.66,130316.1,172997.74,201936.87,154495.15,159080.54,172767.84,202841.56,451041.94,54,1,2558,4,0,2,0,202134,79.02032838154808,404177.3818070267
420,Melissa Jackson,91894.97,73647.95,93779.65,64984.39,117379.38,95462.67,175946.78,246895.99,179591.4,81078.34,110543.93,92516.11,39,1,1307,17,0,1,2,118643,90.77505738332059,335224.51301722316
421,Kimberly Mejia,157184.47,138722.05,327720.32,339906.44,345391.58,358350.58,418861.52,427155.51,455100.16,443876.89,298564.26,162938.7,39,0,1292,13,0,1,8,322814,249.8560371517028,563794.2503672338
422,William Blake,126624.78,108919.36,96827.98,105144.88,84305.26,75143.1,104949.57,102228.77,100250.91,128702.62,79060.51,233397.67,62,0,4714,9,0,2,0,112130,23.78659312685617,515163.913862484
423,Tammy Johnson,99689.3,95323.22,121283.98,124612.85,126453.26,131264.16,107134.23,125111.07,91296.5,216214.15,242740.35,217548.93,27,1,2137,5,1,0,2,141556,66.24052409920449,313493.1377491746
424,Thomas Moyer,226073.87,179728.83,220643.96,210197.66,220338.45,164887.97,204359.8,168683.65,207555.87,214927.0,171616.88,273799.42,76,1,1401,6,1,0,0,205234,146.4910778015703,493241.50936472096
425,Gloria Jones,58009.72,78145.17,59200.49,62055.42,68074.13,174901.34,82515.39,83877.8,76042.41,96823.28,78977.34,85404.94,19,1,4626,9,1,0,0,83669,18.086683960224818,211037.26656439452
426,Sandra Marsh,46817.72,47983.49,46954.99,55539.03,73088.67,57059.54,42095.84,151126.82,95139.99,139534.71,46913.82,65633.11,70,0,1034,18,1,0,0,72324,69.9458413926499,210394.57509509602
427,Samuel Thomas,20545.44,24398.38,25406.89,20766.59,20553.35,23100.01,17347.81,27271.34,40034.5,20356.3,25936.5,16425.66,40,0,2738,21,1,0,0,23512,8.587289992695398,88235.51644624787
428,Lisa Smith,101690.67,162767.42,125510.12,112007.37,300658.38,244418.91,249852.04,239350.4,220406.04,235993.92,191873.59,94602.8,28,1,1800,11,0,3,6,189928,105.51555555555555,409773.012613571
429,Heidi Mora,45074.05,26137.48,36261.29,33931.56,30192.66,60927.25,76479.34,60739.67,44478.49,28512.2,30756.04,26411.84,21,1,1604,5,1,0,0,41658,25.971321695760597,107594.59379037334
430,Heather Mitchell,101283.16,99535.44,76728.02,129399.79,139431.14,140271.45,110666.68,97447.04,100907.1,100082.42,110250.37,181615.11,34,1,2742,23,0,3,0,115635,42.171772428884026,516421.03130249877
431,Sarah Ware,392321.53,514098.35,397855.03,371105.44,459201.66,359316.49,386713.3,553519.02,143003.41,132493.7,152963.46,171394.04,75,0,1018,13,0,2,7,336165,330.22102161100196,560257.8981401254
432,Chris Mullins,72328.59,65819.18,67832.32,72009.29,90473.89,95221.09,139955.25,128724.62,126240.15,108621.45,87766.57,95753.11,55,0,1312,12,0,2,6,95895,73.0907012195122,166764.25639260485
433,Doris Knox,87972.45,88060.83,88535.5,59422.19,153455.79,169746.05,71646.81,63162.25,87935.64,96990.38,61903.96,79763.82,15,1,2717,9,1,0,0,92383,34.00184026499816,190006.36978463765
434,Stephanie Thompson,83861.78,129514.91,119267.2,83477.18,270421.97,230064.55,207766.85,211679.15,172661.75,238522.85,184884.34,135296.79,74,1,434,15,1,0,6,172285,396.9700460829493,363613.804776655
435,Stephanie Ramirez,138821.59,184982.07,144923.94,145852.19,136117.2,156847.12,182548.73,221340.43,142159.37,198295.9,164302.86,531779.86,27,0,1760,6,0,2,0,195664,111.17272727272727,561370.5239103516
436,Stephen Jenkins,26533.59,28174.46,42446.35,29265.88,29672.92,93007.73,80827.47,70626.05,75726.11,91014.66,65508.6,63598.71,19,1,2677,12,0,2,6,58034,21.678744863653343,135122.74490242274
437,Julie Stephens,69505.27,78488.72,64767.36,100292.13,64200.57,90631.2,87926.09,88926.07,75495.12,231600.28,73465.51,98407.4,21,1,1008,8,1,0,0,93642,92.89880952380952,218211.17063589545
438,Andrew Garcia,132598.15,81004.23,73313.07,55910.5,62777.69,49807.07,46127.86,55687.66,47564.71,59630.01,37741.25,54805.59,62,1,4087,15,0,1,2,63081,15.434548568632248,179307.80388231357
439,Patricia Graham,37938.56,56676.87,43565.11,49629.2,47034.95,46450.64,58312.43,44242.42,40529.37,50761.61,111754.37,57569.77,30,0,2270,13,1,0,0,53705,23.658590308370044,148804.06060729842
440,Patricia Hayden,46053.18,70876.96,47359.4,47792.22,69733.87,60901.51,46783.7,106823.44,115993.64,118102.46,111414.44,66866.22,19,0,4002,12,0,3,3,75725,18.921789105447278,238535.501342309
441,Shannon Frost,240157.86,206467.79,230255.41,206775.25,168812.7,182052.55,155277.27,181621.12,205037.95,167154.55,458509.29,342477.44,23,0,234,9,1,0,1,228717,977.4230769230769,454527.2428823688
442,Brandon Bowers,90082.78,90879.27,107628.4,94034.31,88454.79,99881.81,139051.96,126652.34,86441.28,136950.59,84562.29,387537.95,50,0,3974,21,1,0,0,127680,32.12883744338198,468970.06712387054
443,Andrea Lopez,23522.19,18540.58,18150.74,25210.92,20454.13,18555.31,23969.41,20684.75,24246.03,38930.97,40794.35,17339.39,67,1,3145,7,0,2,1,24200,7.6947535771065185,70369.24399194129
444,Daniel Morton,190705.5,152378.7,176623.84,174113.42,219485.24,161747.54,169044.53,172256.6,404737.39,456526.53,273910.04,278721.98,42,0,1743,18,0,2,3,235854,135.31497418244408,734426.5028217664
445,Gregory Eaton,203932.63,166263.56,168600.15,227374.23,96511.03,61956.36,85723.79,80048.64,104580.55,104845.91,98244.82,92790.48,78,0,1363,10,1,0,2,124239,91.15113719735876,294663.47901569755
446,Tina Gonzales,127328.33,124374.48,84810.13,100756.69,97241.3,124380.2,125557.35,114155.21,181631.12,170416.14,150816.71,91530.1,30,0,3324,7,1,0,2,124416,37.42960288808664,220113.50391682022
447,Jocelyn Wolfe,88740.63,82389.63,103021.29,94644.5,149678.38,161799.83,148997.27,147728.18,155797.65,101239.96,64664.24,62142.47,48,1,3310,10,1,0,2,113404,34.26102719033233,225222.54629822753
448,Wendy Jones,209787.31,183147.07,218276.3,134803.57,133215.35,220230.2,179805.46,484645.2,524755.65,623779.21,606619.59,153432.03,21,0,4789,11,0,1,3,306041,63.904990603466274,597048.2302322384
449,Stephanie Oneal,61109.22,72352.46,58832.56,67835.19,73343.18,50505.15,68439.52,70137.74,121082.11,117251.33,70832.32,75227.44,51,1,1443,5,1,0,1,75579,52.37629937629938,201945.47147866944
450,Perry Molina,159728.68,142326.76,137279.95,127098.41,127863.25,128879.44,129115.55,137922.1,111004.15,157784.6,108199.01,359916.54,69,0,1600,10,0,1,0,152260,95.1625,253939.22512704987
451,Steven Weiss,35686.33,39657.0,61145.43,69936.04,99996.35,91819.34,76404.07,100197.32,63144.3,49884.63,45455.26,50756.83,40,0,2529,21,0,3,6,65340,25.83629893238434,181153.5166169804
452,Marilyn Potter,38665.35,39714.97,39296.01,59025.51,58902.21,46847.46,95065.59,116222.67,109608.99,107606.19,116635.05,110741.11,24,0,5,11,0,3,5,78194,15638.8,101910.1393648587
453,Samantha Barajas,168434.69,152540.28,136472.72,196163.71,195816.71,178470.73,259409.48,264677.42,158261.79,142400.74,180876.63,218777.98,52,1,3081,11,1,0,0,187692,60.919182083739045,374375.37881027185
454,Philip Kaiser,91062.2,93089.11,65399.41,77641.86,87827.06,118101.32,141641.75,72148.08,99384.35,66103.39,91324.63,62009.13,38,0,3362,7,1,0,1,88811,26.416121356335516,192390.0585350052
455,Erin Garrison,41174.85,50356.58,142215.75,106757.44,130695.06,48027.89,47074.38,35889.23,38067.82,39038.53,44018.53,41646.49,79,1,3186,8,1,0,0,63747,20.008474576271187,156589.04786572795
456,Robyn Norman,181065.35,215693.63,221308.57,183912.4,139223.79,172618.51,176661.49,176796.28,282067.4,192973.78,158488.4,163417.64,72,0,3362,12,1,0,0,188686,56.12314098750743,715677.8654856829
457,Nicole Thompson,65684.52,53123.47,61785.12,39009.77,39629.77,70213.47,59212.23,63932.26,50642.8,88150.95,80547.78,40832.52,48,1,3328,16,0,1,1,59397,17.84765625,232152.9296959053
458,Tony Farley,99189.86,112168.08,221441.26,237391.94,191474.31,197723.77,153021.22,211237.98,265658.55,241689.14,127717.19,82359.09,33,0,1448,6,0,3,7,178423,123.22030386740332,255294.1652144888
459,Thomas Hurst,217689.56,208477.59,182047.21,250037.17,295389.57,313164.77,353780.08,377877.3,399196.66,168172.36,140699.77,189009.47,50,1,515,4,0,3,4,257962,500.8970873786408,586852.3533705984
460,Stephen Wilson,158399.84,124322.44,219597.81,211958.81,164386.21,205339.15,213191.33,129188.73,152218.73,341008.38,247904.13,148575.36,29,1,1192,15,0,3,1,193008,161.91946308724832,851483.2752130907
461,Cheryl Hurst,133909.84,96452.57,136617.95,157597.95,266220.65,155358.42,212818.95,240788.19,172727.46,184546.74,206209.44,218912.3,72,0,559,20,0,1,7,181847,325.3076923076923,516561.00805488724
462,Aaron Santiago,65738.46,84705.15,137397.62,132461.52,158679.78,130954.21,178723.79,141297.21,61773.68,82934.29,70766.9,95243.21,50,1,4180,12,0,2,5,111723,26.72799043062201,189451.83896951668
463,Mia Chavez,107450.09,77850.52,90317.43,103046.38,103829.39,87798.0,98314.5,221303.92,60690.15,72461.23,60680.86,102057.26,34,1,4785,5,1,0,0,98817,20.65141065830721,202539.76502983953
464,Timothy Sanford,113100.47,83926.89,116634.39,71765.42,231963.51,192738.03,310481.26,288537.88,322428.88,253912.85,237285.8,196542.73,76,0,3194,10,0,2,7,201610,63.121477770820285,364274.6061439398
465,Ann Gallegos,142507.23,192545.99,147771.98,209375.27,151624.78,131243.95,96959.4,73395.32,110667.78,71765.76,99830.97,107714.59,22,1,4365,7,1,0,0,127950,29.3127147766323,428621.416857127
466,Daniel Kaufman,178069.01,219248.85,161559.33,208081.87,195960.12,160259.42,228928.42,204952.13,181914.82,231577.59,516432.18,144725.39,47,0,3360,19,1,0,0,219309,65.27053571428571,698644.5324595565
467,Lindsay Johnson,302654.61,439570.07,391192.6,310464.27,193237.38,156246.79,185217.53,107251.76,184348.07,177904.51,189724.66,140410.39,50,0,1659,11,1,0,1,231519,139.55334538878841,342775.41981141723
468,Maria Silva,47725.45,116591.73,139319.91,104416.52,95782.88,80511.45,141790.77,147753.69,66949.06,65159.01,50782.65,72379.0,21,0,4576,17,0,3,6,94097,20.563155594405593,242217.43964260028
469,Gerald Crane,110907.47,108239.07,102883.35,224058.93,137478.14,116836.57,107760.98,138373.7,131766.66,99660.56,108292.17,115243.07,28,1,1733,15,0,1,1,125125,72.20138488170802,536466.9615289998
470,Megan Coffey,95163.1,140732.34,184541.69,165887.96,291653.5,266929.42,232734.54,185663.59,213781.99,213744.3,86779.15,114914.62,22,0,1538,9,0,3,7,182711,118.79778933680105,304499.3229410033
471,Donald Carrillo,126162.43,145139.9,161389.4,117324.02,334380.51,319036.9,98751.9,125990.17,133368.3,129271.24,113822.86,143624.6,45,1,399,11,0,3,1,162355,406.9047619047619,484685.1751865391
472,Stephen Singh,136104.9,186820.4,131268.02,141220.52,206659.5,137594.54,209211.45,157421.85,405251.25,340829.27,447461.36,399647.29,21,0,2493,8,0,2,3,241624,96.92097874047333,588812.0169402964
473,Emily Becker,82778.33,72933.02,118895.58,102423.03,134288.95,139376.88,86878.64,95708.63,83100.26,100648.77,82177.92,63224.57,47,1,2184,8,1,0,3,96870,44.354395604395606,193588.19946632045
474,Misty Lyons,134526.36,135124.09,208451.99,220690.85,155658.57,161790.45,224531.54,332106.69,349647.0,442748.36,204666.93,150195.72,22,1,4321,21,0,1,2,226678,52.459615829669055,806323.9821294897
475,Christine Jones,285430.81,396330.74,458259.55,256142.15,356797.23,354299.99,268305.95,347794.23,436453.8,456482.37,111263.15,140158.67,29,0,502,10,0,3,9,322310,642.0517928286853,475022.0132811443
476,John Erickson,55571.84,61276.12,62568.48,45936.67,53669.55,60202.46,164118.84,93537.37,164525.97,44479.41,60247.0,44369.54,22,1,1551,12,0,3,2,75875,48.92005157962605,142043.3633615665
477,William Collins,91158.69,61578.5,97849.7,64008.36,73107.49,60901.81,71020.3,196483.65,181111.77,221418.14,257286.5,99221.44,64,1,1813,4,1,0,1,122929,67.80419194704909,236855.2154664552
478,Jeffrey Blackwell,43712.38,40762.62,28883.4,87516.64,112112.55,109823.01,41723.09,40215.95,29707.79,46956.65,29554.28,35965.07,71,1,1387,3,0,2,2,53911,38.86878154289834,86118.18158826653
479,Jonathan Garcia,43169.16,46756.9,27679.57,45387.24,33641.85,31639.71,42924.18,141671.6,40502.28,27072.6,34040.56,45456.78,49,0,1800,11,0,3,0,46662,25.923333333333332,84817.02331011707
480,Margaret Smith,128861.74,83280.32,78840.22,131833.03,123061.25,115855.86,115891.87,95388.78,97805.01,113291.08,312538.4,104862.65,20,0,3508,21,1,0,0,125126,35.66875712656785,522983.7462088751
481,Jenny Espinoza,31699.04,79434.01,58115.24,84621.77,21943.03,38578.93,23499.6,29749.53,22625.99,37256.99,33359.22,38945.65,40,0,3434,5,1,0,0,41652,12.129295282469423,116655.71599714937
482,Keith Shah,141950.71,169055.99,220160.45,193043.14,213275.67,188252.02,222481.01,558355.9,487293.13,559719.81,251544.84,178650.99,39,0,1081,6,0,1,2,281982,260.8529139685476,578492.5838843947
483,Taylor Summers,141107.57,147039.19,99063.77,128700.51,312610.73,267541.03,374384.68,224719.62,252753.51,322295.37,268715.3,328223.38,39,0,4843,5,1,0,6,238930,49.33512285773281,261510.79224497045
484,Jessica Villa,276500.08,475692.33,454285.56,351583.66,301601.37,133937.81,157485.32,122631.27,154788.45,135328.84,118058.1,164040.94,35,0,3124,18,0,2,4,237161,75.91581306017926,491303.9704259485
485,Scott Underwood,57783.36,59608.65,102568.63,87571.4,150422.18,148309.68,149392.5,130958.46,186408.45,210164.4,219769.31,56584.48,68,0,3637,19,1,0,3,129962,35.73329667308221,325549.31028725463
486,Francisco Lane,113146.49,110155.58,100973.29,124187.09,165452.27,133358.85,135108.19,197612.34,159337.05,161539.13,177555.86,127172.03,57,0,4653,5,0,1,8,142133,30.546529120997207,333410.52058873436
487,Mary Powell,456122.7,454083.57,489246.21,445620.79,327279.98,353155.37,327104.0,458800.98,303617.03,134591.0,240091.74,196337.63,17,1,2904,22,0,3,8,348838,120.1232782369146,808260.6118268907
