,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,rate,AVG Sales,Loan Amount
381,Luis Garcia,36345.78,42615.72,43431.54,44828.2,62689.3,118894.73,75569.08,76457.41,104086.41,83399.05,103277.11,52778.29,78,0,3189,9,0,1,5,22.064597052367514,70364,119648.71400451571
382,Frank Gardner,170860.77,248062.19,187878.97,252508.43,211278.38,178446.07,147382.8,184148.97,155992.61,139755.06,245352.01,719097.9,80,0,3229,10,0,1,0,73.3137194177764,236730,693783.8735794213
383,Tiffany Lopez,121638.12,82308.48,121957.91,94313.01,84603.2,149910.12,99399.58,117943.7,107478.26,119041.89,89942.28,104247.86,27,1,2661,20,0,2,0,40.485531754979334,107732,444450.31056384154
384,John Allen,142189.02,116309.32,153584.51,104885.45,94211.35,106296.56,164221.04,129909.85,93826.75,134171.44,281664.58,400477.95,47,0,4896,8,1,0,0,32.70955882352941,160146,396059.5938655358
385,Robert Schaefer,58020.51,42608.63,31424.26,34807.63,40375.54,44166.44,51372.67,52222.06,50524.19,90175.71,136111.13,94520.78,49,1,902,7,1,0,1,67.10310421286032,60527,126533.48213386924
386,Daryl Miller,107104.13,84867.99,123683.64,91446.7,105146.91,80464.67,115406.93,115988.89,93903.92,71804.45,336634.37,102669.75,48,0,1308,11,1,0,0,91.05045871559633,119094,445144.80065563426
387,Kathryn Lewis,192770.83,168487.4,183169.14,429957.71,451139.42,418223.11,337360.53,336912.69,422448.92,272211.38,169950.52,130584.26,61,1,399,17,1,0,2,733.7543859649123,292768,601550.4618352391
388,Jose Anthony,62791.46,53882.47,92658.39,68441.52,58006.95,85456.63,88357.42,90580.15,92550.8,42167.75,50957.66,33554.3,40,0,3974,10,0,2,8,17.182687468545545,68284,165574.6111441411
389,Samuel Roberts,95322.58,146311.02,239168.42,253324.52,243136.68,282087.52,184253.92,277632.11,318167.59,97607.63,135718.27,131101.0,21,0,2718,4,1,0,3,73.7008830022075,200319,356340.65041633014
390,Christopher Parrish,90520.66,129946.7,143404.82,125691.71,115147.11,139877.9,148473.46,149776.6,308401.39,362738.38,337271.54,139720.71,46,1,1793,16,0,3,2,101.82989403234802,182581,438447.42714632704
391,Kevin Brooks,29538.44,23704.99,30161.71,38155.27,35503.17,61659.58,67871.83,69545.54,59000.36,63829.27,29660.51,22395.82,30,1,3764,17,0,1,4,11.756641870350691,44252,129440.10584101535
392,Eric Johnston,62405.02,97882.67,73515.51,81197.3,63232.35,81858.97,68770.77,126620.5,134892.93,76844.75,70526.35,100724.01,26,1,3613,13,0,1,1,23.952117353999448,86539,256144.576546376
393,Tiffany Adams,142682.58,122999.62,204410.36,297975.26,370217.85,258744.14,271336.6,271146.73,299320.08,94811.41,124119.67,86751.17,62,0,2168,21,1,0,3,97.80581180811808,212043,576554.0583375231
394,Christine Jones,172589.95,149937.04,191904.16,193399.5,147137.47,151424.0,156203.64,110408.16,140267.38,140867.79,161292.2,275349.73,64,0,4511,14,0,1,0,36.7763245400133,165898,537190.6294593787
395,Lauren Frazier,131559.9,82952.91,103940.6,125796.15,87635.82,246513.22,375905.7,215783.97,329175.65,382778.13,301412.91,116747.37,48,0,347,4,1,0,1,600.4322766570605,208350,305165.72796582954
396,Tammy Gonzalez,64534.2,59385.61,149339.43,122715.4,149056.56,112318.79,120452.76,163646.55,111290.95,137110.65,108663.91,91746.26,58,0,2078,15,0,2,8,55.75312800769971,115855,276110.31056325795
397,Michael Curry,155950.15,121512.0,170192.97,107880.58,122802.91,173171.22,106000.7,304092.81,216429.97,289534.22,152752.28,132198.61,79,1,3103,16,0,2,2,55.12181759587496,171043,535659.5187672129
398,Dwayne Collins,147007.63,177734.24,129649.76,102287.12,98573.52,494355.56,126025.65,131193.87,112289.52,103478.22,163729.67,169359.63,66,0,205,5,0,1,0,794.9951219512195,162974,332625.2688814881
399,Pamela Chen,25809.65,25324.32,28923.27,26464.89,57686.9,91577.55,20909.33,30052.79,22635.5,32704.6,26252.24,26349.29,41,1,4713,20,1,0,1,7.332484617016762,34558,116615.59689118207
400,Rhonda Ruiz,55293.6,129155.86,119392.96,134981.37,101766.7,35528.03,39291.14,43389.9,52660.92,55892.89,39743.19,40161.43,66,1,452,8,0,3,3,156.20575221238937,70605,91151.43903374285
401,Christopher Delgado,88506.21,122683.99,320389.34,229721.44,244249.33,307166.32,280979.55,294996.91,233296.66,195920.07,199223.02,117700.44,31,0,3695,4,0,2,8,59.42327469553451,219569,314457.35113018705
402,Mark Fernandez,87559.53,76628.62,72747.65,93105.68,82627.85,180606.48,184625.78,195115.0,119159.1,78078.33,72032.96,110856.07,23,0,4533,20,1,0,0,24.875799691153762,112762,495172.73222488957
403,Christina Cowan,100042.6,157857.33,99828.15,163504.86,104118.09,137386.93,147910.34,151758.92,123143.68,267374.97,127809.42,91717.15,20,1,4016,13,0,3,0,34.70393426294821,139371,368616.52598728315
404,Billy Perry,93455.28,71064.45,172883.14,262041.74,289460.61,164512.87,162503.81,211902.54,221234.57,167599.57,200460.26,261319.79,34,0,4209,7,1,0,8,45.11047754811119,189870,340860.87153672223
405,Brad Vasquez,211611.16,191331.9,165277.62,172811.43,138387.93,140403.49,124416.28,188308.95,241344.27,252718.7,215691.26,189500.76,73,1,900,8,1,0,1,206.64888888888888,185984,783625.3966191402
406,Emily Winters,158236.34,240204.05,248563.13,139578.34,193690.7,231635.2,190450.26,167214.39,190305.14,423504.33,699259.26,649929.74,37,1,3757,14,0,1,2,78.35533670481767,294381,852154.3361057584
407,Lori Welch,20152.43,15330.17,17956.26,18143.98,17078.46,60520.3,66343.19,59858.58,26230.15,19752.45,17544.67,21500.19,41,1,3913,9,0,2,2,7.675440838231536,30034,64971.55010318978
408,Curtis Hobbs,28197.33,34876.78,46235.61,46958.93,64098.65,56320.69,62119.9,70707.12,39119.73,45176.22,32953.5,45753.64,36,1,608,10,1,0,0,78.47039473684211,47710,117332.30696816352
409,Linda Meyer,125430.67,159410.65,130645.82,138500.54,139518.08,194689.59,144174.82,131525.55,64439.22,74167.93,100515.78,100299.46,68,0,842,7,1,0,2,148.7850356294537,125277,252590.00911271633
410,Steven Tran,24965.54,40657.35,41056.41,37429.12,25269.83,29778.75,38293.35,32024.09,23767.54,60172.57,70400.9,77413.8,67,0,4456,7,1,0,0,9.373653500897666,41769,158216.6083812875
411,John Peters,104848.51,106998.77,155366.94,116852.66,128344.54,280224.5,128715.35,167268.26,162116.18,146440.63,129565.06,118602.38,55,0,1454,8,0,1,0,100.03094910591471,145445,542368.372349729
412,Edward Cook,27360.05,20665.95,26439.12,16679.59,26318.55,25976.77,16686.89,21694.91,17150.48,49335.43,22691.45,18916.96,42,1,557,9,0,1,0,43.37522441651706,24160,78797.48299503713
413,Marc Rios,122894.92,148133.21,93918.03,130580.16,128119.56,99339.28,110445.76,145068.96,157576.85,108167.74,95119.82,94207.98,66,0,254,6,0,1,9,470.3307086614173,119464,253963.96308184686
414,Kimberly Mendoza,202642.4,219645.4,225319.31,226169.36,155772.01,190742.37,260263.98,254202.08,130516.56,132758.09,190383.83,150700.02,22,0,2360,12,0,2,1,82.59576271186441,194926,652136.5528166599
415,Anna Rice,155791.99,155126.89,117077.04,116445.3,125751.52,297673.78,251138.29,237735.72,291479.2,102517.31,91960.22,154191.7,80,0,924,11,0,3,3,189.11363636363637,174741,408166.0349784109
416,Katherine Duran,162760.17,159885.69,172425.13,126360.81,464927.84,527050.52,507383.63,124431.73,129999.96,194531.34,159217.15,216743.74,65,1,2221,5,1,0,2,110.52498874380909,245476,667542.5864927989
417,Brian Williams,239108.67,223796.97,307791.49,252464.32,311283.78,277443.76,350089.49,300229.18,328209.66,197312.1,318156.89,358562.85,51,1,2989,19,1,0,10,96.5888256942121,288704,361747.7581006946
418,Natalie Harrell,67632.41,75634.45,297893.72,172300.78,200718.16,179030.51,196678.74,219991.51,179133.13,179491.89,213619.09,183196.86,19,1,3941,4,1,0,6,45.78609489977163,180443,194531.89811342375
419,John Yang,112603.73,172453.59,147190.49,101381.36,180717.2,136128.0,111423.89,133505.48,158363.85,153414.87,142893.9,258275.44,54,1,3943,19,0,3,0,38.21861526756277,150696,645329.9529256538
420,Jerry Foster,76683.81,87248.92,101283.37,77990.26,62651.33,77976.05,161561.09,166406.9,159731.73,60292.99,80762.09,103037.05,75,0,1392,5,1,0,1,72.77442528735632,101302,247079.9468192802
421,Stephanie Shepherd,145976.22,181707.1,103818.26,445577.65,388419.26,495422.84,440924.19,329108.51,137025.27,168014.2,159151.66,187548.48,45,0,192,8,0,1,4,1381.375,265224,331530.7890255726
422,Anne Jones,57645.63,75692.17,89168.47,56206.96,82408.41,64634.71,79045.18,93354.43,115619.92,98245.08,90326.62,78778.25,27,1,3342,19,0,2,0,24.464392579293836,81760,379108.5244044932
423,Alexandria Duran,22002.84,23247.4,24390.79,17701.21,18784.18,26778.65,22581.24,20602.46,21940.77,19633.1,37267.68,30550.96,57,1,1499,9,0,2,0,15.870580386924617,23790,95350.29701297585
424,Yvonne Jones,105662.82,93799.33,139498.02,131375.95,99913.85,135528.12,142086.08,338862.47,375382.75,89216.33,135430.13,142796.37,20,1,669,13,1,0,1,240.3527653213752,160796,405004.35285056254
425,Vincent Martinez,222095.02,525713.42,485446.8,414691.9,587314.35,393583.64,646723.3,500667.27,491655.56,188251.33,203933.22,143353.74,74,0,3207,13,0,2,7,124.81633925787341,400286,683174.976242556
426,Gregory Frost,258453.47,299911.28,261929.53,263177.2,328231.01,429433.33,288225.26,275348.85,409035.34,347040.51,345875.05,151130.95,32,1,4538,10,0,2,10,67.16967827236668,304816,552580.3292217286
427,Joshua Davis,377088.7,251879.48,380748.51,272420.05,233981.93,351451.66,288594.7,273263.03,287763.8,369261.95,134985.04,185171.21,19,0,1335,8,1,0,0,212.64719101123595,283884,394504.9680504043
428,Morgan Lane,196515.68,125470.16,418728.56,401027.11,428756.12,431190.36,310420.59,375389.76,164024.22,126244.99,136387.93,127068.83,61,0,3548,20,0,3,5,76.12795941375423,270102,649326.9561130165
429,Allison Lewis,60820.7,56600.26,72765.4,45108.12,62323.12,69840.79,107542.17,128591.23,167099.64,121173.0,117932.92,114868.28,47,0,3328,21,0,1,5,28.161658653846153,93722,241848.58487575004
430,Timothy Lopez,71067.06,60882.39,82119.99,87258.96,194979.55,81312.96,76856.23,87119.9,49653.37,64597.0,47678.78,77833.75,63,0,512,9,1,0,0,159.7265625,81780,323387.37195694156
431,Angie Fuentes,108714.28,159855.24,130606.04,95125.03,95049.55,151413.32,161103.32,108250.82,148556.01,105926.92,115693.3,90751.22,39,1,2463,9,0,1,10,49.771416971173366,122587,352231.704090298
432,John Sanders,90697.35,154161.28,191221.36,140187.67,176959.37,209915.83,236353.15,165811.66,243657.28,182775.53,228294.85,219117.8,24,0,4603,8,1,0,0,40.537910058657395,186596,596595.727932817
433,Elizabeth Key,148348.61,216652.54,264642.45,109479.81,106126.87,143037.31,167922.21,170042.86,136631.89,172504.74,159944.83,107812.27,73,0,3719,16,0,3,1,42.644796988437754,158596,469330.5685702841
434,Brenda Ballard,30722.03,35196.04,34616.92,32905.04,35619.54,26650.33,23945.75,27250.94,33640.19,36908.04,65994.1,72240.81,29,1,3753,18,1,0,0,10.118305355715428,37974,141183.07258771828
435,Michael Brown,211994.78,159945.67,192752.76,183290.79,136780.55,209686.79,196146.4,163919.35,367519.82,330560.79,176562.8,217058.84,51,1,1096,16,0,3,1,193.59945255474452,212185,546667.1603580673
436,Michael Todd,101232.15,135303.71,213096.65,315502.85,320691.99,312170.49,222307.78,214296.25,246635.05,215179.41,251547.0,104007.29,79,0,2589,14,1,0,1,85.3603707995365,220998,333250.9434390612
437,Susan Bishop,72760.46,186040.92,171543.96,184700.53,162887.56,208691.85,141257.63,59584.1,100408.37,62665.75,86361.06,71955.09,74,1,4676,6,0,1,5,26.890076988879382,125738,237730.8145925069
438,Alexander Morales,87323.21,71294.36,84885.29,180729.72,192365.85,193978.25,148616.94,174596.32,153256.46,77338.67,52751.42,61151.29,20,0,4015,12,0,1,5,30.6826899128269,123191,226108.02357289044
439,Cindy Phillips,134307.68,109207.46,150910.24,475738.81,292240.25,311597.45,446868.74,110519.38,180416.86,139130.19,133746.44,174001.28,40,1,2006,8,0,1,3,110.44715852442673,221557,304277.07403782534
440,Angela Smith,40491.56,58237.75,61043.15,45803.65,64069.46,44330.33,52264.92,51537.49,37708.11,80701.03,99619.81,38268.73,52,1,4967,13,1,0,0,11.309240990537548,56173,136292.741608372
441,Gina Best,186539.57,139989.61,188575.25,225443.56,211507.68,224850.58,254007.19,226709.26,186072.93,471704.75,562550.13,239283.9,38,1,4315,14,0,2,1,60.20162224797219,259770,984699.6148875173
442,Leslie Duran,180770.18,149029.62,183625.94,213488.55,198235.47,162249.3,185271.48,194265.81,199425.43,133853.55,530179.67,172340.65,44,0,4540,13,1,0,0,45.93854625550661,208561,507279.56958941737
443,Casey Miller,85822.26,349947.53,308946.06,332298.42,318499.0,226698.55,356549.42,248211.1,361056.45,330391.61,244419.95,136157.66,34,0,967,5,1,0,6,284.29886246122027,274917,394779.2028083599
444,Edward Hunter,56774.47,51070.65,56126.2,51937.71,78219.75,45833.79,57978.43,46952.83,66042.39,47729.53,68107.31,170084.79,33,0,1751,14,1,0,0,37.924043403769275,66405,276019.92819792265
445,Amy Kirby,17233.89,26551.26,22838.27,23712.45,39153.82,42787.71,25847.39,34304.58,17848.91,26633.12,18833.2,20338.75,78,0,2825,19,0,1,3,9.323893805309735,26340,89666.11173027795
446,Amy Lambert,75117.86,78488.97,80718.41,125634.95,85634.02,84540.79,71312.1,78598.17,87638.1,69635.4,67927.75,76640.78,39,1,2702,22,0,1,0,30.282753515914138,81824,325816.5116087362
447,Spencer Stuart,37515.49,23901.37,30554.08,26211.55,22883.62,26884.34,96231.28,36872.5,37340.99,28158.68,35266.42,33772.95,66,1,1296,8,1,0,0,28.008487654320987,36299,122391.26045014177
448,Jaime Phillips,35904.84,57239.55,59465.78,25761.02,21843.74,28390.66,33612.13,37248.53,29523.29,23545.34,30035.2,22690.9,67,0,3091,11,1,0,1,10.925913943707538,33772,119668.08544522943
449,Nicole Guzman,222106.96,166012.0,346336.66,427603.9,249566.55,402979.34,302303.82,204935.31,236978.58,170165.03,194164.43,133929.35,75,1,584,9,1,0,0,436.2277397260274,254757,892671.370904998
450,Shawn Meadows,73850.07,59827.16,81599.08,52545.81,70512.37,68781.05,78147.05,81706.48,230559.05,165127.79,264040.19,86594.35,37,0,3429,10,1,0,1,31.916302128900554,109441,204743.33033145536
451,Heather Williams,126033.29,150425.47,122602.84,184426.8,138142.53,170336.67,169786.28,147641.89,121033.17,205020.88,472205.13,314099.62,36,0,2126,25,1,0,1,91.0065851364064,193480,834692.1651892147
452,Carolyn Poole,87496.14,93335.35,124918.03,143725.99,137237.33,112385.6,143628.39,72249.49,108828.93,106198.54,101720.68,87729.58,24,0,2300,5,1,0,2,47.80652173913043,109955,351732.9520578785
453,Antonio Cunningham,84772.07,85759.25,106695.65,111553.73,82395.78,109566.8,88680.73,111464.48,66562.36,227444.66,88531.64,78436.83,38,1,3254,6,1,0,0,31.80362630608482,103489,327910.3525948206
454,William Miller,121031.63,131336.26,169615.58,140460.95,164505.05,142302.89,96080.78,243044.61,302623.96,184065.17,193179.55,126571.54,18,0,4835,9,1,0,3,34.72616339193382,167901,628443.935429808
455,Karen Foster,130240.85,594907.31,198947.25,157034.25,139165.07,187351.51,184772.37,168641.67,133529.01,195378.39,147259.67,199868.02,40,1,4256,13,0,3,0,47.71875,203091,542862.3958604443
456,Diane Taylor,238753.03,212042.59,237668.95,265303.17,244149.4,262508.82,254455.04,59756.38,97478.37,87452.08,94697.86,77182.57,46,1,4344,12,0,2,6,40.88881215469613,177621,290630.87945287523
457,Kylie Lara,40122.2,65223.8,57763.74,72282.99,135965.87,169911.37,163488.13,59311.16,57827.38,58356.99,61803.71,47823.92,58,0,2161,17,0,2,2,38.17214252660805,82490,207518.59850791458
458,Blake Stephens,99027.95,128886.52,128110.14,89272.47,91301.99,316037.59,341425.11,393149.09,270038.66,266202.87,126158.89,125132.43,27,0,1646,13,0,3,4,120.22782503037666,197895,608624.0832399661
459,Juan Moody,29535.23,25052.46,25650.74,36519.53,67746.74,73801.47,52246.9,55855.72,62746.81,33217.45,28911.31,31711.22,45,0,354,13,0,2,4,123.11581920903954,43583,78570.07019648892
460,Collin Roberts,62888.58,68707.92,97622.75,92257.78,102981.21,107569.99,89512.85,100066.73,73666.42,69747.76,66088.43,280497.91,30,1,1851,6,0,1,0,54.5472717450027,100967,259021.88035234538
461,Alan Harris,44926.2,61759.7,51832.94,41748.13,38136.16,38150.53,58518.95,46451.79,49692.95,108059.3,97407.2,38292.22,56,1,4580,11,0,3,1,12.28122270742358,56248,237286.82278627795
462,Shane Harris,28770.04,32930.99,20262.39,22654.28,27505.89,31046.39,53661.4,64923.71,63965.01,89688.73,70981.96,32101.46,41,0,846,7,0,2,4,53.04255319148936,44874,103182.57445399801
463,Justin Camacho,54886.44,74826.74,55064.36,52335.6,77588.36,108953.67,70504.4,57462.55,56656.44,62050.42,51499.35,71923.65,22,0,2856,20,1,0,1,23.160364145658264,66146,270938.69719489885
464,Gary Green,114881.54,73467.78,90334.29,99527.77,123711.69,220310.97,241442.46,200342.06,191045.3,230050.27,159138.8,229850.46,43,0,4192,7,1,0,6,39.243559160305345,164509,215838.83759070677
465,Thomas Middleton,95411.83,103302.62,115258.67,110454.13,81392.68,106694.69,87235.99,254437.95,81920.93,83596.55,85251.08,116366.86,68,1,3619,11,0,1,0,30.425531914893618,110110,355727.1719378188
466,Emily Jones,77057.61,78758.2,128476.74,123367.42,140024.5,133910.44,91808.21,111633.44,139376.87,104788.76,144499.15,113008.33,47,1,2896,14,0,2,0,39.90296961325967,115559,451245.12053025234
467,Sandra Hernandez,137084.62,140344.71,168914.8,147146.34,105180.35,274348.62,452372.1,435111.65,377049.27,247463.24,274750.08,375565.56,67,0,1773,19,1,0,6,147.36491821771008,261278,666001.1493574614
468,Diana Galvan,56095.17,52329.98,72813.18,80917.56,70713.04,70164.25,54292.67,65183.3,46368.62,76908.96,203807.53,144681.0,70,1,2949,9,0,3,1,28.096303831807393,82856,144419.42060040528
469,Franklin Rodriguez,32717.32,58701.89,44920.33,54597.41,48934.22,42621.04,45732.58,51692.6,35026.35,71248.84,49303.06,36217.2,48,0,132,10,1,0,0,360.9318181818182,47643,128548.21907369934
470,Alicia Saunders,210399.38,145731.79,157059.86,148064.95,146914.94,168839.59,216273.18,218816.98,238528.26,176182.69,227816.21,424579.49,32,0,1661,10,0,3,0,124.38350391330523,206601,443708.99145021755
471,Brandon Perry,142066.4,187056.63,201275.35,209313.55,225955.91,249586.71,197378.13,203511.96,160499.74,271756.08,241539.98,194086.76,80,0,2385,11,0,1,10,86.79329140461216,207002,369608.5314882702
472,Kimberly Fuller,141303.17,235506.56,222043.5,199283.63,161493.28,628898.53,449154.87,567291.31,645410.93,664053.97,422949.48,148828.95,61,0,275,23,0,3,5,1359.4618181818182,373852,888456.2563462341
473,Angela Swanson,60342.48,35446.23,53970.38,56658.68,48147.09,40999.27,41668.04,33952.87,77066.84,66009.09,80074.98,111383.25,37,1,2095,8,0,3,3,28.071599045346062,58810,137966.31262853584
474,Stacey Pennington,156318.47,111435.42,114228.99,93329.88,151623.52,343836.7,290898.35,216831.12,335892.9,297726.86,340196.36,253077.79,63,0,3756,7,0,1,6,60.02396166134185,225450,353554.10484522313
475,Amanda Cooper,32871.45,28146.03,27226.21,36878.51,31340.79,40299.81,27084.0,29165.04,29829.81,25292.34,33969.29,52382.43,53,1,3427,11,0,3,0,9.592646629705282,32874,106413.47413282881
476,Derrick Bradford,251494.97,345049.22,249279.09,232397.44,326194.25,354103.68,91848.19,111248.57,77790.21,93956.37,102931.99,73800.31,68,1,1408,10,0,2,5,136.7244318181818,192508,224257.22794363135
477,Karen Gomez,139991.91,152302.45,136264.86,133540.47,170964.5,167032.6,153622.27,625179.75,446051.71,603363.35,647560.66,197441.39,16,1,1527,5,1,0,1,195.00720366732153,297776,465081.4525855352
478,William Martin,62048.89,65858.32,67783.56,70905.53,60576.61,91816.71,127527.23,70122.0,117032.67,128498.42,87947.17,116297.25,79,1,4753,6,0,3,6,18.697243845992006,88868,201607.58697709462
479,Beth Wagner,123966.19,222189.71,425007.37,449199.85,460767.24,364504.8,345825.55,486358.28,473652.89,360991.54,382118.88,178965.69,62,0,3977,9,0,3,8,89.5471460900176,356129,581557.4030252699
480,Norman Hawkins,27544.37,25886.71,17733.86,22446.19,28966.73,28001.65,18892.98,50174.47,58799.42,45679.27,17295.96,30024.0,28,0,2458,19,0,1,2,12.593165174938974,30954,97868.96048389035
